air_store_id,res_air,res_hpg,visits_W-0,visits_W-1,visits_W-2,visits_W-3,visits_M-0,atw_M-0,visits_M-1,atw_M-1,visits_M-2,atw_M-2,visits_M-3,atw_M-3,visits_M-4,atw_M-4,visits_M-5,atw_M-5,atw_all,trend_week,trend_month,trend_3_months,kushi_monthly_effects,kushi_weekday_effects,todofuken_monthly_effects,todofuken_weekday_effects,air_genre_name_monthly_effects,air_genre_name_weekday_effects,genarea_min,genarea_med,genarea_max,air_genre_name_Bar/Cocktail,air_genre_name_Cafe/Sweets,air_genre_name_Creative cuisine,air_genre_name_Dining bar,air_genre_name_Italian/French,air_genre_name_Izakaya,air_genre_name_Japanese food,air_genre_name_Okonomiyaki/Monja/Teppanyaki,air_genre_name_Other,air_genre_name_Western food,air_genre_name_Yakiniku/Korean food,air_genre_name_genre_dropped,kushi_Asahikawa-shi,kushi_Bunkyō-ku,kushi_Chiyoda-ku,kushi_Chūō-ku,kushi_Fukuoka-shi,kushi_Fukuyama-shi,kushi_Hamamatsu-shi,kushi_Himeji-shi,kushi_Hiroshima-shi,kushi_Itabashi-ku,kushi_Itoshima-shi,kushi_Kakogawa-shi,kushi_Kitakyūshū-shi,kushi_Kurume-shi,kushi_Kōbe-shi,kushi_Kōtō-ku,kushi_Meguro-ku,kushi_Minato-ku,kushi_Nakano-ku,kushi_Niigata-shi,kushi_Nishinomiya-shi,kushi_Sapporo-shi,kushi_Sendai-shi,kushi_Setagaya-ku,kushi_Shibuya-ku,kushi_Shinagawa-ku,kushi_Shinjuku-ku,kushi_Suginami-ku,kushi_Tachikawa-shi,kushi_Taitō-ku,kushi_Toshima-ku,kushi_kushi_dropped,kushi_Ōsaka-shi,kushi_Ōta-ku,todofuken_Fukuoka-ken,todofuken_Hiroshima-ken,todofuken_Hokkaidō,todofuken_Hyōgo-ken,todofuken_Miyagi-ken,todofuken_Niigata-ken,todofuken_Shizuoka-ken,todofuken_Tōkyō-to,todofuken_Ōsaka-fu
air_0f0cdeee6c9bf3d7,0,0,,,31.666666666666668,27.333333333333332,29.5,24.0,26.48,14.5,28.217391304347824,19.25,37.08,32.5,25.583333333333332,22.5,23.51851851851852,27.5,23.318181818181817,,1.11404833836858,0.9769735680440548,0.99851497,0.91844013,1.0050263,0.87439182,0.99567666,0.93411332,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_7cc17a324ae5c7dc,0,0,,,22.5,9.0,15.0,2.0,14.4,2.0,8.4,7.333333333333333,20.25,7.0,14.227272727272727,10.666666666666666,17.714285714285715,5.5,6.923076923076923,,1.0416666666666667,0.7242550544323483,0.99851497,0.91844013,1.0050263,0.87439182,0.99567666,0.93411332,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_fee8dcf4d619598e,0,0,,,24.285714285714285,25.714285714285715,25.0,24.0,27.714285714285715,23.75,22.571428571428573,20.0,29.652173913043477,28.0,23.307692307692307,19.25,24.25,18.75,22.136363636363637,,0.9020618556701031,0.975078937068476,0.99851497,0.91844013,1.0050263,0.87439182,0.99567666,0.93411332,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_a17f0778617c76e2,0,0,,,40.42857142857143,20.0,37.875,31.0,,,,,,,,,,,31.0,,,,0.99851497,0.91844013,1.0050263,0.87439182,0.99567666,0.93411332,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_83db5aff8f50478e,2,0,,,9.0,4.4,6.909090909090909,2.5,8.869565217391305,10.75,6.565217391304348,3.0,9.454545454545455,9.5,6.454545454545454,4.0,6.260869565217392,4.0,6.2631578947368425,,0.7789661319073083,1.0078445355678374,1.0142603,1.073833,1.03564364,0.95156369,0.99567666,0.93411332,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_99c3eae84130c1cb,0,0,,,46.666666666666664,43.333333333333336,45.0,47.0,36.6,37.0,30.55,31.0,49.38095238095238,57.75,41.130434782608695,76.0,31.666666666666668,42.0,48.1,,1.2295081967213115,0.9179226259065952,1.0142603,1.073833,1.03564364,0.95156369,0.99567666,0.93411332,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_f183a514cb8ff4fa,0,0,,,30.428571428571427,32.285714285714285,31.357142857142858,30.0,36.964285714285715,47.25,34.629629629629626,39.0,42.52,44.0,36.82142857142857,34.5,36.285714285714285,36.75,39.38095238095238,,0.8483091787439614,0.8903710293028175,1.0142603,1.073833,1.03564364,0.95156369,0.99567666,0.93411332,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_6b9fa44a9cf504a1,0,0,,,7.2,7.5,7.363636363636363,7.5,7.4,3.0,6.238095238095238,4.0,8.26086956521739,12.0,6.454545454545454,5.5,5.869565217391305,7.5,6.619047619047619,,0.995085995085995,1.0202454099919538,1.0142603,1.073833,1.03564364,0.95156369,0.99567666,0.93411332,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_0919d54f0c9a24b8,0,0,,,26.333333333333332,22.166666666666668,24.25,20.0,36.375,45.75,41.78260869565217,43.666666666666664,53.5,49.75,51.666666666666664,51.333333333333336,65.1,51.5,45.65,,0.6666666666666666,0.6014542405774403,1.0142603,1.073833,1.03564364,0.95156369,0.99567666,0.93411332,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_2c6c79d597e48096,0,0,,,20.6,16.833333333333332,18.545454545454547,21.0,19.333333333333332,22.25,18.0,14.0,24.833333333333332,26.5,14.666666666666666,9.25,16.333333333333332,13.5,17.454545454545453,,0.9592476489028214,1.0008141112618725,1.0142603,1.073833,1.03564364,0.95156369,0.99567666,0.93411332,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
