air_store_id,res_air,res_hpg,visits_W-0,visits_W-1,visits_W-2,visits_W-3,visits_M-0,atw_M-0,visits_M-1,atw_M-1,visits_M-2,atw_M-2,visits_M-3,atw_M-3,visits_M-4,atw_M-4,visits_M-5,atw_M-5,atw_all,trend_week,trend_month,trend_3_months,kushi_monthly_effects,kushi_weekday_effects,todofuken_monthly_effects,todofuken_weekday_effects,air_genre_name_monthly_effects,air_genre_name_weekday_effects,genarea_min,genarea_med,genarea_max,air_genre_name_Bar/Cocktail,air_genre_name_Cafe/Sweets,air_genre_name_Creative cuisine,air_genre_name_Dining bar,air_genre_name_Italian/French,air_genre_name_Izakaya,air_genre_name_Japanese food,air_genre_name_Okonomiyaki/Monja/Teppanyaki,air_genre_name_Other,air_genre_name_Western food,air_genre_name_Yakiniku/Korean food,air_genre_name_genre_dropped,kushi_Asahikawa-shi,kushi_Bunkyō-ku,kushi_Chiyoda-ku,kushi_Chūō-ku,kushi_Fukuoka-shi,kushi_Fukuyama-shi,kushi_Hamamatsu-shi,kushi_Himeji-shi,kushi_Hiroshima-shi,kushi_Itabashi-ku,kushi_Itoshima-shi,kushi_Kakogawa-shi,kushi_Kitakyūshū-shi,kushi_Kurume-shi,kushi_Kōbe-shi,kushi_Kōtō-ku,kushi_Meguro-ku,kushi_Minato-ku,kushi_Nakano-ku,kushi_Niigata-shi,kushi_Nishinomiya-shi,kushi_Sapporo-shi,kushi_Sendai-shi,kushi_Setagaya-ku,kushi_Shibuya-ku,kushi_Shinagawa-ku,kushi_Shinjuku-ku,kushi_Suginami-ku,kushi_Tachikawa-shi,kushi_Taitō-ku,kushi_Toshima-ku,kushi_kushi_dropped,kushi_Ōsaka-shi,kushi_Ōta-ku,todofuken_Fukuoka-ken,todofuken_Hiroshima-ken,todofuken_Hokkaidō,todofuken_Hyōgo-ken,todofuken_Miyagi-ken,todofuken_Niigata-ken,todofuken_Shizuoka-ken,todofuken_Tōkyō-to,todofuken_Ōsaka-fu
air_0f0cdeee6c9bf3d7,17,0,31.666666666666668,27.333333333333332,34.0,32.5,31.375,21.5,24.2,13.75,33.82608695652174,32.5,31.041666666666668,24.25,24.46153846153846,22.5,24.576923076923077,24.75,23.208333333333332,1.1585365853658538,1.296487603305785,1.1163954024588667,0.9985149739302132,0.9184401255572477,1.0050262966789358,0.8743918181291231,0.9956766573152649,0.9341133210436647,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_7cc17a324ae5c7dc,0,0,22.5,9.0,13.666666666666666,11.25,13.8125,2.0,13.875,3.0,10.954545454545455,9.666666666666666,22.0,12.333333333333334,14.55,3.0,12.5,8.0,6.923076923076923,2.5,0.9954954954954955,0.7878092855157075,0.9985149739302132,0.9184401255572477,1.0050262966789358,0.8743918181291231,0.9956766573152649,0.9341133210436647,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_fee8dcf4d619598e,0,0,24.285714285714285,25.714285714285715,27.0,29.428571428571427,26.607142857142858,24.5,24.357142857142858,21.75,26.52173913043478,26.25,26.923076923076923,20.5,23.321428571428573,19.75,22.821428571428573,20.25,22.166666666666668,0.9444444444444444,1.0923753665689149,1.0604945496871057,0.9985149739302132,0.9184401255572477,1.0050262966789358,0.8743918181291231,0.9956766573152649,0.9341133210436647,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_a17f0778617c76e2,0,0,40.42857142857143,20.0,,,37.875,31.0,,,,,,,,,,,31.0,2.0214285714285714,,,0.9985149739302132,0.9184401255572477,1.0050262966789358,0.8743918181291231,0.9956766573152649,0.9341133210436647,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_83db5aff8f50478e,2,0,9.0,4.4,10.333333333333334,8.8,8.272727272727273,9.0,7.826086956521739,4.0,7.2727272727272725,9.333333333333334,7.818181818181818,5.666666666666667,6.666666666666667,5.666666666666667,6.434782608695652,3.25,6.0476190476190474,2.0454545454545454,1.057070707070707,1.1172061972540623,1.0142602982472182,1.0738330020763924,1.035643639328342,0.9515636873690566,0.9956766573152649,0.9341133210436647,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_99c3eae84130c1cb,0,0,46.666666666666664,43.333333333333336,40.714285714285715,37.333333333333336,41.96,38.5,31.2,37.25,44.5,52.333333333333336,44.869565217391305,83.33333333333333,36.43478260869565,50.0,34.416666666666664,30.75,46.95454545454545,1.0769230769230769,1.344871794871795,1.0167556905350825,1.0142602982472182,1.0738330020763924,1.035643639328342,0.9515636873690566,0.9956766573152649,0.9341133210436647,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_f183a514cb8ff4fa,0,0,30.428571428571427,32.285714285714285,38.57142857142857,31.571428571428573,33.214285714285715,34.75,38.5,46.75,34.416666666666664,41.333333333333336,41.857142857142854,39.75,33.785714285714285,33.5,37.67857142857143,44.25,40.0,0.9424778761061947,0.862708719851577,0.9365479567181426,1.0142602982472182,1.0738330020763924,1.035643639328342,0.9515636873690566,0.9956766573152649,0.9341133210436647,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_6b9fa44a9cf504a1,2,0,7.2,7.5,10.5,8.0,8.363636363636363,5.25,5.7272727272727275,3.0,7.388888888888889,8.666666666666666,6.923076923076923,9.0,7.35,8.5,5.260869565217392,5.5,6.565217391304348,0.9600000000000001,1.4603174603174602,1.0996138436577427,1.0142602982472182,1.0738330020763924,1.035643639328342,0.9515636873690566,0.9956766573152649,0.9341133210436647,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_0919d54f0c9a24b8,0,0,26.333333333333332,22.166666666666668,21.5,33.0,25.75,29.25,44.041666666666664,51.0,42.421052631578945,34.666666666666664,53.95238095238095,58.666666666666664,65.0,54.75,44.0,38.0,44.18181818181818,1.18796992481203,0.5846736045411542,0.6886227660032606,1.0142602982472182,1.0738330020763924,1.035643639328342,0.9515636873690566,0.9956766573152649,0.9341133210436647,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_2c6c79d597e48096,0,0,20.6,16.833333333333332,19.166666666666668,19.0,18.82608695652174,20.5,18.454545454545453,17.25,22.952380952380953,25.0,19.333333333333332,14.5,14.416666666666666,13.25,16.304347826086957,14.0,17.416666666666668,1.223762376237624,1.0201327907474835,1.203352275664979,1.0142602982472182,1.0738330020763924,1.035643639328342,0.9515636873690566,0.9956766573152649,0.9341133210436647,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
