air_store_id,res_air,res_hpg,visits_W-0,visits_W-1,visits_W-2,visits_W-3,visits_M-0,atw_M-0,visits_M-1,atw_M-1,visits_M-2,atw_M-2,visits_M-3,atw_M-3,visits_M-4,atw_M-4,visits_M-5,atw_M-5,atw_all,trend_week,trend_month,trend_3_months,kushi_monthly_effects,kushi_weekday_effects,todofuken_monthly_effects,todofuken_weekday_effects,air_genre_name_monthly_effects,air_genre_name_weekday_effects,genarea_min,genarea_med,genarea_max,air_genre_name_Bar/Cocktail,air_genre_name_Cafe/Sweets,air_genre_name_Creative cuisine,air_genre_name_Dining bar,air_genre_name_Italian/French,air_genre_name_Izakaya,air_genre_name_Japanese food,air_genre_name_Okonomiyaki/Monja/Teppanyaki,air_genre_name_Other,air_genre_name_Western food,air_genre_name_Yakiniku/Korean food,air_genre_name_genre_dropped,kushi_Asahikawa-shi,kushi_Bunkyō-ku,kushi_Chiyoda-ku,kushi_Chūō-ku,kushi_Fukuoka-shi,kushi_Fukuyama-shi,kushi_Hamamatsu-shi,kushi_Himeji-shi,kushi_Hiroshima-shi,kushi_Itabashi-ku,kushi_Itoshima-shi,kushi_Kakogawa-shi,kushi_Kitakyūshū-shi,kushi_Kurume-shi,kushi_Kōbe-shi,kushi_Kōtō-ku,kushi_Meguro-ku,kushi_Minato-ku,kushi_Nakano-ku,kushi_Niigata-shi,kushi_Nishinomiya-shi,kushi_Sapporo-shi,kushi_Sendai-shi,kushi_Setagaya-ku,kushi_Shibuya-ku,kushi_Shinagawa-ku,kushi_Shinjuku-ku,kushi_Suginami-ku,kushi_Tachikawa-shi,kushi_Taitō-ku,kushi_Toshima-ku,kushi_kushi_dropped,kushi_Ōsaka-shi,kushi_Ōta-ku,todofuken_Fukuoka-ken,todofuken_Hiroshima-ken,todofuken_Hokkaidō,todofuken_Hyōgo-ken,todofuken_Miyagi-ken,todofuken_Niigata-ken,todofuken_Shizuoka-ken,todofuken_Tōkyō-to,todofuken_Ōsaka-fu
air_0f0cdeee6c9bf3d7,0,0,,,,31.666666666666668,31.666666666666668,,27.72,8.0,26.458333333333332,16.0,34.0,27.5,29.416666666666668,24.333333333333332,23.884615384615383,10.0,19.75,,1.1423761423761425,0.983318892723401,0.9329792,0.84142376,0.98076692,0.81860445,1.03580446,0.87401267,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_7cc17a324ae5c7dc,0,0,,,2.0,29.333333333333332,22.5,2.0,12.5625,4.0,9.736842105263158,3.3333333333333335,17.55,8.666666666666666,16.818181818181817,2.6666666666666665,15.941176470588236,,4.5,,1.791044776119403,0.8904773113606413,0.9329792,0.84142376,0.98076692,0.81860445,1.03580446,0.87401267,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_fee8dcf4d619598e,0,0,,,13.0,26.428571428571427,24.75,20.5,27.071428571428573,24.0,23.5,16.0,27.17391304347826,25.25,26.153846153846153,20.0,23.678571428571427,18.75,20.80952380952381,,0.9142480211081794,0.978119954024914,0.9329792,0.84142376,0.98076692,0.81860445,1.03580446,0.87401267,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_a17f0778617c76e2,0,0,,,22.0,40.142857142857146,37.875,21.0,,,,,,,,,,,21.0,,,,0.9329792,0.84142376,0.98076692,0.81860445,1.03580446,0.87401267,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_83db5aff8f50478e,0,0,,,7.0,9.4,9.0,7.0,8.130434782608695,7.25,7.083333333333333,9.0,8.761904761904763,7.333333333333333,6.681818181818182,7.333333333333333,6.782608695652174,9.666666666666666,8.0,,1.106951871657754,1.0894181059120913,1.05752791,0.94336417,1.08732447,0.88080754,1.03580446,0.87401267,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_99c3eae84130c1cb,0,0,,,58.0,44.166666666666664,46.142857142857146,50.5,36.84,32.25,32.88,28.75,50.875,59.666666666666664,42.17391304347826,30.75,33.125,26.5,35.857142857142854,,1.2525205521948193,0.9182790193954908,1.05752791,0.94336417,1.08732447,0.88080754,1.03580446,0.87401267,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_f183a514cb8ff4fa,0,0,,,32.0,28.714285714285715,29.125,26.0,34.67857142857143,30.75,38.5,39.0,39.291666666666664,41.666666666666664,38.392857142857146,33.0,35.392857142857146,34.25,34.523809523809526,,0.8398558187435633,0.9047217981786597,1.05752791,0.94336417,1.08732447,0.88080754,1.03580446,0.87401267,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_6b9fa44a9cf504a1,0,0,,,,6.666666666666667,6.666666666666667,4.0,8.136363636363637,6.0,5.782608695652174,6.0,8.555555555555555,7.0,6.333333333333333,7.5,6.5,5.5,6.2631578947368425,,0.819366852886406,0.9624454596786612,1.05752791,0.94336417,1.08732447,0.88080754,1.03580446,0.87401267,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_0919d54f0c9a24b8,0,0,,,21.0,25.833333333333332,25.142857142857142,19.5,29.875,33.0,46.708333333333336,49.75,48.1578947368421,54.0,54.333333333333336,49.25,62.7,45.25,43.333333333333336,,0.8416019127316198,0.6158086701369871,1.05752791,0.94336417,1.08732447,0.88080754,1.03580446,0.87401267,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_2c6c79d597e48096,0,0,,,14.0,22.0,20.666666666666668,17.5,18.333333333333332,13.75,18.571428571428573,14.666666666666666,24.363636363636363,22.75,16.833333333333332,14.25,14.782608695652174,15.25,16.333333333333332,,1.1272727272727274,1.0284362659475925,1.05752791,0.94336417,1.08732447,0.88080754,1.03580446,0.87401267,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
