air_store_id,res_air,res_hpg,visits_W-0,visits_W-1,visits_W-2,visits_W-3,visits_M-0,atw_M-0,visits_M-1,atw_M-1,visits_M-2,atw_M-2,visits_M-3,atw_M-3,visits_M-4,atw_M-4,visits_M-5,atw_M-5,atw_all,trend_week,trend_month,trend_3_months,kushi_monthly_effects,kushi_weekday_effects,todofuken_monthly_effects,todofuken_weekday_effects,air_genre_name_monthly_effects,air_genre_name_weekday_effects,genarea_min,genarea_med,genarea_max,air_genre_name_Bar/Cocktail,air_genre_name_Cafe/Sweets,air_genre_name_Creative cuisine,air_genre_name_Dining bar,air_genre_name_Italian/French,air_genre_name_Izakaya,air_genre_name_Japanese food,air_genre_name_Okonomiyaki/Monja/Teppanyaki,air_genre_name_Other,air_genre_name_Western food,air_genre_name_Yakiniku/Korean food,air_genre_name_genre_dropped,kushi_Asahikawa-shi,kushi_Bunkyō-ku,kushi_Chiyoda-ku,kushi_Chūō-ku,kushi_Fukuoka-shi,kushi_Fukuyama-shi,kushi_Hamamatsu-shi,kushi_Himeji-shi,kushi_Hiroshima-shi,kushi_Itabashi-ku,kushi_Itoshima-shi,kushi_Kakogawa-shi,kushi_Kitakyūshū-shi,kushi_Kurume-shi,kushi_Kōbe-shi,kushi_Kōtō-ku,kushi_Meguro-ku,kushi_Minato-ku,kushi_Nakano-ku,kushi_Niigata-shi,kushi_Nishinomiya-shi,kushi_Sapporo-shi,kushi_Sendai-shi,kushi_Setagaya-ku,kushi_Shibuya-ku,kushi_Shinagawa-ku,kushi_Shinjuku-ku,kushi_Suginami-ku,kushi_Tachikawa-shi,kushi_Taitō-ku,kushi_Toshima-ku,kushi_kushi_dropped,kushi_Ōsaka-shi,kushi_Ōta-ku,todofuken_Fukuoka-ken,todofuken_Hiroshima-ken,todofuken_Hokkaidō,todofuken_Hyōgo-ken,todofuken_Miyagi-ken,todofuken_Niigata-ken,todofuken_Shizuoka-ken,todofuken_Tōkyō-to,todofuken_Ōsaka-fu
air_0f0cdeee6c9bf3d7,0,0,31.2,30.666666666666668,33.166666666666664,32.5,31.91304347826087,25.0,24.0,12.25,33.0,38.666666666666664,31.0,30.333333333333332,25.346153846153847,13.75,24.307692307692307,13.0,21.045454545454547,1.017391304347826,1.3297101449275364,1.1024030188053326,0.99851497,0.86024386,1.0050263,0.85440929,0.99567666,0.92442915,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_7cc17a324ae5c7dc,0,2,22.5,10.75,10.75,14.333333333333334,14.6,2.0,13.176470588235293,3.0,10.954545454545455,11.0,21.789473684210527,5.0,15.7,10.5,11.76923076923077,2.0,7.266666666666667,2.0930232558139537,1.1080357142857142,0.7862776025583217,0.99851497,0.86024386,1.0050263,0.85440929,0.99567666,0.92442915,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_fee8dcf4d619598e,0,0,25.5,23.714285714285715,26.857142857142858,31.428571428571427,26.925925925925927,20.75,24.357142857142858,18.5,25.956521739130434,29.5,27.423076923076923,25.25,23.464285714285715,24.5,22.285714285714285,16.75,22.541666666666668,1.0753012048192772,1.1054632344954927,1.055573904639779,0.99851497,0.86024386,1.0050263,0.85440929,0.99567666,0.92442915,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_a17f0778617c76e2,142,0,42.0,25.5,,,37.875,18.0,,,,,,,,,,,18.0,1.6470588235294117,,,0.99851497,0.86024386,1.0050263,0.85440929,0.99567666,0.92442915,10.0,26.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
air_83db5aff8f50478e,0,0,10.2,4.6,7.0,11.4,8.238095238095237,5.25,8.173913043478262,8.666666666666666,6.954545454545454,4.0,7.826086956521739,5.333333333333333,6.739130434782608,4.75,6.434782608695652,13.333333333333334,6.571428571428571,2.217391304347826,1.0078520770010129,1.1126930350532835,1.0142603,1.04489702,1.03564364,0.93868109,0.99567666,0.92442915,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_99c3eae84130c1cb,0,0,46.6,43.333333333333336,43.42857142857143,36.666666666666664,42.375,51.25,31.48,40.75,42.8125,44.333333333333336,45.166666666666664,35.0,35.72727272727273,48.333333333333336,35.083333333333336,42.5,43.45454545454545,1.0753846153846154,1.3460927573062262,1.0059514011365864,1.0142603,1.04489702,1.03564364,0.93868109,0.99567666,0.92442915,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_f183a514cb8ff4fa,0,0,30.666666666666668,32.0,35.57142857142857,35.142857142857146,33.44444444444444,40.0,37.92857142857143,38.0,34.541666666666664,39.0,41.92857142857143,33.25,33.92857142857143,21.5,36.92857142857143,50.5,37.041666666666664,0.9583333333333334,0.8817744297970286,0.9390788825557665,1.0142603,1.04489702,1.03564364,0.93868109,0.99567666,0.92442915,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_6b9fa44a9cf504a1,0,0,7.5,7.0,11.333333333333334,8.4,8.666666666666666,7.5,5.636363636363637,4.5,7.388888888888889,9.333333333333334,7.0,7.0,6.85,6.0,5.3478260869565215,5.0,6.454545454545454,1.0714285714285714,1.5376344086021503,1.1299153921733471,1.0142603,1.04489702,1.03564364,0.93868109,0.99567666,0.92442915,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_0919d54f0c9a24b8,0,0,29.8,18.5,22.5,28.5,24.608695652173914,33.75,44.125,42.0,43.8421052631579,58.0,52.54545454545455,60.333333333333336,65.04761904761905,84.33333333333333,45.391304347826086,61.0,55.0,1.6108108108108108,0.5577041507574825,0.690715284112403,1.0142603,1.04489702,1.03564364,0.93868109,0.99567666,0.92442915,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
air_2c6c79d597e48096,0,0,21.25,15.833333333333334,19.833333333333332,19.0,18.772727272727273,14.5,18.90909090909091,18.0,21.666666666666668,19.5,20.791666666666668,18.75,13.541666666666666,12.75,16.217391304347824,18.75,17.041666666666668,1.3421052631578947,0.9927884615384616,1.174038261050876,1.0142603,1.04489702,1.03564364,0.93868109,0.99567666,0.92442915,6.0,20.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
